"","RentRs","RentUSD","Posted.On","BHK","Size","Floor","Apt.Floor","Total.Floor","Area.Type","Area.Locality","City","Furnishing.Status","Tenant.Preferred","Bathroom","Point.of.Contact","Month.Num","Month"
"3827",8500,102,2022-05-02,1,500,"Ground out of 2",1,2,"Super Area","Ayanavaram","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3828",10000,120,2022-06-25,2,900,"Ground out of 3",1,3,"Super Area","Nandivaram-Guduvancheri","Chennai","Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3829",13500,162,2022-05-15,2,900,"5 out of 7",5,7,"Super Area","Singaperumal Koil, Tiruchi Chennai Highway","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3830",19000,228,2022-07-06,2,900,"1 out of 3",1,3,"Super Area","Kodambakkam","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3831",11500,138,2022-07-06,1,1000,"1 out of 2",1,2,"Super Area","Ayappakkam","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3832",22000,264,2022-07-06,3,1300,"1 out of 3",1,3,"Super Area","Jawahar Nagar","Chennai","Semi-Furnished","Family",3,"Contact Owner",7,"July"
"3833",12000,144,2022-05-27,3,1383,"2 out of 4",2,4,"Super Area","Perungalathur, Chennai Bypass Road","Chennai","Semi-Furnished","Bachelors",3,"Contact Owner",5,"May"
"3834",10000,120,2022-06-04,2,800,"Ground out of 1",1,1,"Carpet Area","Guduvancheri","Chennai","Semi-Furnished","Bachelors",2,"Contact Owner",6,"June"
"3835",15000,180,2022-05-01,2,1500,"1 out of 1",1,1,"Carpet Area","Madambakkam","Chennai","Unfurnished","Bachelors",2,"Contact Owner",5,"May"
"3836",35000,420,2022-06-21,3,1350,"Ground out of 2",1,2,"Carpet Area","Anna Nagar West Extension","Chennai","Semi-Furnished","Bachelors",2,"Contact Agent",6,"June"
"3837",70000,840,2022-06-06,3,2000,"3 out of 4",3,4,"Carpet Area","Adyar, Sardar Patel Road","Chennai","Semi-Furnished","Bachelors",3,"Contact Agent",6,"June"
"3838",32000,384,2022-06-21,3,1200,"Ground out of 4",1,4,"Carpet Area","Anna Nagar West Extension","Chennai","Unfurnished","Bachelors",2,"Contact Agent",6,"June"
"3839",35000,420,2022-06-14,3,1912,"1 out of 4",1,4,"Carpet Area","Alwarthirunagar","Chennai","Unfurnished","Bachelors",3,"Contact Agent",6,"June"
"3840",10000,120,2022-07-10,1,500,"1 out of 2",1,2,"Carpet Area","Old Washermanpet","Chennai","Unfurnished","Bachelors",1,"Contact Owner",7,"July"
"3841",11000,132,2022-06-05,2,950,"1 out of 1",1,1,"Super Area","Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road","Chennai","Unfurnished","Bachelors",2,"Contact Owner",6,"June"
"3842",12000,144,2022-05-17,2,1000,"1 out of 1",1,1,"Carpet Area","Kolathur","Chennai","Unfurnished","Bachelors",2,"Contact Owner",5,"May"
"3843",40000,480,2022-05-06,3,1600,"11 out of 16",11,16,"Carpet Area","Prestige Bellavista","Chennai","Unfurnished","Bachelors",3,"Contact Owner",5,"May"
"3844",8000,96,2022-05-16,2,900,"Ground out of 2",1,2,"Super Area","Sithalapakkam","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3845",20000,240,2022-05-16,3,1265,"1 out of 3",1,3,"Super Area","Adambakkam","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3846",12000,144,2022-05-24,3,1060,"3 out of 4",3,4,"Super Area","Urapakkam, Vandalur R.F, GST Road","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3847",15000,180,2022-05-16,2,1050,"1 out of 2",1,2,"Super Area","Medavakkam","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3848",27000,324,2022-06-10,3,1500,"2 out of 4",2,4,"Carpet Area","Perungudi","Chennai","Unfurnished","Bachelors",3,"Contact Agent",6,"June"
"3849",13000,156,2022-05-12,2,890,"1 out of 2",1,2,"Carpet Area","Oliyas Green court","Chennai","Unfurnished","Bachelors",2,"Contact Owner",5,"May"
"3850",9000,108,2022-05-10,2,700,"1 out of 2",1,2,"Carpet Area","Keelkattalai","Chennai","Unfurnished","Bachelors/Family",3,"Contact Owner",5,"May"
"3851",25000,300,2022-07-02,3,1146,"1 out of 2",1,2,"Carpet Area","Chinna Porur","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3852",12000,144,2022-05-20,1,700,"1 out of 2",1,2,"Super Area","Thiruvanmiyur","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3853",18000,216,2022-06-09,2,800,"Ground out of 2",1,2,"Carpet Area","Anna Nagar East","Chennai","Semi-Furnished","Bachelors",2,"Contact Agent",6,"June"
"3854",9500,114,2022-07-05,2,640,"Ground out of 1",1,1,"Carpet Area","Mogappair West","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3855",14000,168,2022-06-04,2,909,"5 out of 14",5,14,"Super Area","Mahindra World City","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3856",40000,480,2022-06-25,4,2400,"Ground out of 2",1,2,"Carpet Area","Palavakkam, E Coast Road","Chennai","Unfurnished","Bachelors",3,"Contact Agent",6,"June"
"3857",70000,840,2022-06-25,4,3800,"Ground out of 1",1,1,"Carpet Area","Injambakkam","Chennai","Semi-Furnished","Bachelors/Family",4,"Contact Agent",6,"June"
"3858",15000,180,2022-05-16,2,400,"1 out of 3",1,3,"Super Area","Periyamet","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3859",8500,102,2022-05-06,2,886,"2 out of 3",2,3,"Super Area","Pallavan Nagar-Thiruverkadu","Chennai","Unfurnished","Family",2,"Contact Owner",5,"May"
"3860",27500,330,2022-05-25,3,1570,"4 out of 5",4,5,"Super Area","Sholinganallur","Chennai","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5,"May"
"3861",15000,180,2022-05-20,2,900,"1 out of 2",1,2,"Super Area","Kolathur","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3862",5000,60,2022-05-16,1,400,"Ground out of 2",1,2,"Super Area","Medavakkam","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3863",26000,312,2022-05-16,2,1600,"Ground out of 2",1,2,"Super Area","Madipakkam","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3864",14000,168,2022-05-16,2,1000,"2 out of 3",2,3,"Super Area","Chromepet, GST Road","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3865",20000,240,2022-05-12,2,850,"Ground out of 4",1,4,"Super Area","Velachery","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3866",12000,144,2022-06-06,2,750,"Ground out of 3",1,3,"Super Area","Andal Nagar","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3867",17000,204,2022-06-14,2,750,"1 out of 2",1,2,"Super Area","Kamarajar Salai","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3868",75000,900,2022-06-14,3,2000,"3 out of 4",3,4,"Carpet Area","Deepa Appartment Turnbulls","Chennai","Semi-Furnished","Bachelors/Family",3,"Contact Owner",6,"June"
"3869",19500,234,2022-05-20,3,1270,"1 out of 2",1,2,"Super Area","Madipakkam","Chennai","Semi-Furnished","Bachelors",2,"Contact Owner",5,"May"
"3870",10000,120,2022-06-28,2,2000,"1 out of 2",1,2,"Carpet Area","Sadhanadhapuram","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3871",32000,384,2022-07-02,2,1250,"3 out of 7",3,7,"Super Area","Nungambakkam","Chennai","Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3872",15000,180,2022-05-16,2,1000,"Ground out of 2",1,2,"Super Area","Velachery","Chennai","Unfurnished","Family",2,"Contact Owner",5,"May"
"3873",28000,336,2022-07-10,3,1050,"5 out of 10",5,10,"Carpet Area","Pallavaram","Chennai","Semi-Furnished","Bachelors/Family",3,"Contact Agent",7,"July"
"3874",10677,128.124,2022-06-22,2,800,"5 out of 6",5,6,"Super Area","Kelambakkam, Old Mahabalipuram Road","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3875",50000,600,2022-07-01,3,1625,"8 out of 11",8,11,"Super Area","Old Mahabalipuram Road","Chennai","Furnished","Bachelors/Family",3,"Contact Agent",7,"July"
"3876",32500,390,2022-06-17,3,1535,"1 out of 2",1,2,"Super Area","Karapakkam","Chennai","Unfurnished","Bachelors/Family",3,"Contact Agent",6,"June"
"3877",23000,276,2022-05-14,2,850,"1 out of 2",1,2,"Carpet Area","Choolaimedu","Chennai","Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3878",75000,900,2022-06-28,4,3800,"3 out of 10",3,10,"Carpet Area","Financial District, Nanakram Guda","Hyderabad","Semi-Furnished","Bachelors/Family",4,"Contact Agent",6,"June"
"3879",250000,3000,2022-06-30,4,4500,"Ground out of 2",1,2,"Carpet Area","Jubilee Hills","Hyderabad","Semi-Furnished","Family",4,"Contact Agent",6,"June"
"3880",10000,120,2022-05-20,2,1100,"1 out of 3",1,3,"Super Area","Meerpet","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3881",60000,720,2022-07-10,3,3200,"1 out of 5",1,5,"Carpet Area","Himayath Nagar, NH 7","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent",7,"July"
"3882",12000,144,2022-05-12,2,647,"2 out of 3",2,3,"Super Area","Moti Nagar","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3883",48000,576,2022-06-21,3,1798,"7 out of 14",7,14,"Super Area","Kondapur","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent",6,"June"
"3884",58000,696,2022-07-06,3,1700,"11 out of 17",11,17,"Carpet Area","TNGOS Colony","Hyderabad","Furnished","Bachelors/Family",3,"Contact Agent",7,"July"
"3885",14000,168,2022-05-12,2,930,"5 out of 5",5,5,"Super Area","Langar Houz","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3886",7000,84,2022-05-30,1,150,"Ground out of 2",1,2,"Super Area","Musheerabad","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3887",13000,156,2022-04-30,2,1200,"3 out of 4",3,4,"Super Area","Attapur","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4,"April"
"3888",11000,132,2022-06-11,2,1250,"2 out of 3",2,3,"Super Area","poush","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3889",9500,114,2022-06-10,2,900,"3 out of 4",3,4,"Super Area","Chilakalguda","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3890",7500,90,2022-05-14,1,500,"2 out of 3",2,3,"Super Area","Hyderguda","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Agent",5,"May"
"3891",14000,168,2022-07-06,2,900,"Ground out of 2",1,2,"Carpet Area","Karmanghat","Hyderabad","Semi-Furnished","Bachelors",2,"Contact Owner",7,"July"
"3892",16000,192,2022-05-14,2,1100,"2 out of 5",2,5,"Super Area","Hyderguda","Hyderabad","Furnished","Family",2,"Contact Agent",5,"May"
"3893",18000,216,2022-05-14,3,1500,"4 out of 5",4,5,"Super Area","Hyderguda","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent",5,"May"
"3894",8200,98.4,2022-06-10,1,500,"1 out of 3",1,3,"Super Area","Langar Houz","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"3895",12000,144,2022-06-24,3,1300,"1 out of 4",1,4,"Carpet Area","Ghatkesar, NH 2 2","Hyderabad","Furnished","Bachelors/Family",3,"Contact Owner",6,"June"
"3896",10000,120,2022-06-25,1,300,"10 out of 31",10,31,"Super Area","Attapur","Hyderabad","Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"3897",13000,156,2022-05-16,2,800,"1 out of 3",1,3,"Super Area","Jagadgiri Gutta","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3898",22000,264,2022-05-17,3,1400,"1 out of 6",1,6,"Carpet Area","Aruna Colony","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3899",10500,126,2022-05-12,1,500,"Ground out of 4",1,4,"Super Area","Kothapet","Hyderabad","Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3900",11000,132,2022-05-12,2,750,"3 out of 5",3,5,"Super Area","Fathenagar","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3901",20000,240,2022-05-12,3,1200,"2 out of 4",2,4,"Super Area","Abids, NH 7","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5,"May"
"3902",14000,168,2022-06-03,3,1350,"3 out of 4",3,4,"Carpet Area","Gayatri Hills, Jubilee Hills","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3903",12500,150,2022-05-06,2,1400,"Ground out of 4",1,4,"Super Area","Nizampet","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3904",10500,126,2022-06-22,1,450,"3 out of 5",3,5,"Super Area","Madhapur","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"3905",30000,360,2022-06-22,3,2061,"1 out of 6",1,6,"Super Area","Puppalaguda","Hyderabad","Furnished","Bachelors/Family",3,"Contact Owner",6,"June"
"3906",11000,132,2022-06-27,2,100,"2 out of 3",2,3,"Super Area","Mehdipatnam","Hyderabad","Furnished","Family",2,"Contact Owner",6,"June"
"3907",9000,108,2022-06-26,2,1100,"2 out of 2",2,2,"Super Area","Vanasthalipuram, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3908",35000,420,2022-05-28,3,1650,"5 out of 5",5,5,"Carpet Area","Kondapur","Hyderabad","Semi-Furnished","Family",3,"Contact Owner",5,"May"
"3909",23382,280.584,2022-07-05,3,1500,"1 out of 1",1,1,"Super Area","Alkapur Township, Manikonda, Outer Ring Road","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",7,"July"
"3910",9500,114,2022-06-10,2,1140,"3 out of 4",3,4,"Super Area","Nizampet","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3911",9000,108,2022-05-06,2,990,"Ground out of 1",1,1,"Super Area","Boduppal, NH 2 2","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",5,"May"
"3912",60000,720,2022-05-06,3,1700,"7 out of 17",7,17,"Super Area","Gachibowli","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5,"May"
"3913",11000,132,2022-06-22,2,1200,"2 out of 4",2,4,"Super Area","Bandlaguda Jagir","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3914",11000,132,2022-06-22,2,850,"1 out of 3",1,3,"Super Area","Mehdipatnam","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3915",11000,132,2022-06-22,2,900,"2 out of 3",2,3,"Super Area","Musheerabad","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3916",8000,96,2022-05-12,2,800,"Ground out of 2",1,2,"Super Area","Gopanapalli","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3917",9000,108,2022-06-17,2,1000,"1 out of 2",1,2,"Super Area","Hydershakote","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",6,"June"
"3918",8000,96,2022-06-19,2,1020,"3 out of 4",3,4,"Super Area","Hydershakote","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3919",5500,66,2022-05-25,1,300,"Ground out of 3",1,3,"Super Area","Ameenpur","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3920",12000,144,2022-06-10,2,1800,"Ground out of 2",1,2,"Super Area","Quthbullapur, NH 7","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3921",25000,300,2022-07-03,3,919,"8 out of 13",8,13,"Carpet Area","Rajendra Nagar, Outer Ring Road","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3922",23000,276,2022-05-31,3,25,"5 out of 6",5,6,"Carpet Area","Sanath Nagar, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5,"May"
"3923",12000,144,2022-06-16,2,1050,"1 out of 3",1,3,"Super Area","Bandlaguda Jagir","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3924",6500,78,2022-05-10,2,200,"Ground out of 1",1,1,"Carpet Area","Dammaiguda","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",5,"May"
"3925",9000,108,2022-06-25,1,450,"1 out of 4",1,4,"Super Area","Moti Nagar","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"3926",25000,300,2022-04-30,4,1000,"15 out of 20",15,20,"Super Area","Narsingi, Outer Ring Road","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",4,"April"
"3927",12500,150,2022-07-01,3,1250,"2 out of 5",2,5,"Carpet Area","Kompally","Hyderabad","Semi-Furnished","Bachelors",2,"Contact Owner",7,"July"
"3928",45000,540,2022-07-06,3,1900,"9 out of 15",9,15,"Carpet Area","Financial District, Nanakram Guda","Hyderabad","Unfurnished","Bachelors",3,"Contact Agent",7,"July"
"3929",27000,324,2022-05-25,2,1500,"Ground out of 4",1,4,"Super Area","Banjara Hills, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3930",75000,900,2022-07-06,3,2395,"14 out of 17",14,17,"Carpet Area","Vittal Rao Nagar, Hitech City","Hyderabad","Semi-Furnished","Family",3,"Contact Agent",7,"July"
"3931",9000,108,2022-05-18,2,1800,"1 out of 1",1,1,"Super Area","Basheer Bagh, Hyderabad,","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3932",12000,144,2022-06-09,2,700,"3 out of 3",3,3,"Carpet Area","BHEL","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3933",24000,288,2022-07-06,3,1700,"4 out of 5",4,5,"Super Area","Alkapur Township, Manikonda, Outer Ring Road","Hyderabad","Unfurnished","Family",2,"Contact Agent",7,"July"
"3934",15000,180,2022-05-06,2,1200,"2 out of 3",2,3,"Super Area","Rasoolpura, Mahatma Gandhi Road","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",5,"May"
"3935",24000,288,2022-06-05,3,1600,"3 out of 5",3,5,"Carpet Area","Miyapur, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",6,"June"
"3936",12000,144,2022-06-25,2,745,"8 out of 9",8,9,"Super Area","Sainikpuri","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3937",27000,324,2022-06-26,3,2210,"4 out of 5",4,5,"Super Area","Nallagandla, Serilingampally","Hyderabad","Semi-Furnished","Family",3,"Contact Owner",6,"June"
"3938",30000,360,2022-05-06,3,1450,"9 out of 13",9,13,"Carpet Area","Chandanagar, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5,"May"
"3939",20000,240,2022-05-29,3,1400,"3 out of 4",3,4,"Super Area","Narayanaguda","Hyderabad","Semi-Furnished","Family",3,"Contact Owner",5,"May"
"3940",22000,264,2022-04-29,3,2000,"Upper Basement out of 3",-1,3,"Carpet Area","A 307 Blossom Heights","Hyderabad","Furnished","Bachelors",3,"Contact Owner",4,"April"
"3941",25000,300,2022-06-10,4,1815,"2 out of 5",2,5,"Super Area","Old Bowenpally","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",6,"June"
"3942",23000,276,2022-04-30,2,1000,"Upper Basement out of 3",-1,3,"Super Area","Banjara Hills, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4,"April"
"3943",12000,144,2022-05-24,2,1000,"3 out of 3",3,3,"Super Area","in Maruthi Nagar-Dr A.S. Rao Nagar","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3944",18000,216,2022-05-12,2,1200,"5 out of 6",5,6,"Super Area","Chanda Nagar","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner",5,"May"
"3945",55000,660,2022-06-02,3,2430,"7 out of 9",7,9,"Super Area","Gachibowli","Hyderabad","Semi-Furnished","Bachelors",3,"Contact Agent",6,"June"
"3946",5000,60,2022-05-20,1,140,"2 out of 3",2,3,"Super Area","Malkajgiri","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"3947",13000,156,2022-07-05,2,1200,"2 out of 5",2,5,"Super Area","Nacharam","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"3948",9000,108,2022-05-20,2,1100,"2 out of 4",2,4,"Super Area","Boduppal, NH 2 2","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner",5,"May"
"3949",7000,84,2022-06-04,2,800,"1 out of 3",1,3,"Carpet Area","Buddha Nagar Colony, Boduppal","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",6,"June"
"3950",28000,336,2022-06-02,3,1500,"3 out of 5",3,5,"Super Area","Banjara Hills, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",6,"June"
"3951",15000,180,2022-06-14,2,1200,"2 out of 5",2,5,"Super Area","Amberpet","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3952",14000,168,2022-06-28,3,1350,"2 out of 5",2,5,"Super Area","KTR Colony","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",6,"June"
"3953",45000,540,2022-05-23,5,2300,"3 out of 5",3,5,"Carpet Area","Narayanguda","Hyderabad","Unfurnished","Bachelors",3,"Contact Owner",5,"May"
"3954",12000,144,2022-06-22,1,1300,"2 out of 4",2,4,"Super Area","Alwal","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3955",12500,150,2022-05-12,2,1000,"3 out of 4",3,4,"Super Area","Upparpally, Hyderabad Expressway","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3956",13000,156,2022-06-04,2,1210,"4 out of 5",4,5,"Super Area","Nizampet","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"3957",9500,114,2022-05-16,2,1050,"2 out of 3",2,3,"Super Area","Bollaram, Outer Ring Road","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"3958",35000,420,2022-07-10,3,1600,"8 out of 10",8,10,"Carpet Area","Nallagandla, Serilingampally","Hyderabad","Semi-Furnished","Family",3,"Contact Agent",7,"July"
